"SERVICE REQUEST TYPE","SERVICE REQUEST NUMBER","DATE SERVICE REQUEST WAS RECEIVED","LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).","IS THE BUILDING DANGEROUS OR HAZARDOUS?","IS BUILDING OPEN OR BOARDED?","IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?","IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?","IS THE BUILDING VACANT DUE TO FIRE?","ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)","ADDRESS STREET NUMBER","ADDRESS STREET DIRECTION","ADDRESS STREET NAME","ADDRESS STREET SUFFIX","ZIP CODE","X COORDINATE","Y COORDINATE","Ward","Police District","Community Area","LATITUDE","LONGITUDE","Location"
"Vacant/Abandoned Building","18-02511382","08/28/2018","Rear",,"Open","REAR DOOR","Vacant","false","true","5420","S","UNION","AVE","60609","1172556.43049261","1868857.3339044","20","9","61","41.79558306233","-87.6427610067","(41.795583062329, -87.642761006697)"
"Vacant/Abandoned Building","18-02511931","08/28/2018",,,,,,,,"3835","W","84TH","ST","60652","1152289.72393022","1848599.10850852","18","8","70","41.74041396348","-87.71761209808","(41.740413963483, -87.717612098078)"
"Vacant/Abandoned Building","18-02509132","08/28/2018","Front",,"Open",,"Vacant","false","false","6132","S","JUSTINE","ST","60636","1167055.71048079","1864060.624429","16","7","67","41.78253979767","-87.6630694632","(41.782539797668, -87.663069463199)"
"Vacant/Abandoned Building","18-02511932","08/28/2018",,,,,,,,"6827","S","CAMPBELL","AVE","60629","1160886.23190383","1859305.92907073","17","8","66","41.76962198933","-87.68581992141","(41.769621989327, -87.685819921414)"
"Vacant/Abandoned Building","18-02509100","08/28/2018","Front",,"Open",,"Vacant","false","false","6117","S","JUSTINE","ST","60636","1167053.21048079","1864160.924429","16","7","67","41.78281508682","-87.6630757625","(41.782815086819, -87.663075762503)"
"Vacant/Abandoned Building","18-02514155","08/28/2018","Front",,"Boarded",,"Vacant","false","false","8054","S","YALE","AVE","60620","1176015.70230166","1851556.61543124","17","6","44","41.74803101747","-87.63059418666","(41.748031017466, -87.630594186657)"
"Vacant/Abandoned Building","18-02511982","08/28/2018",,,,,,,,"5001","S","WABASH","AVE","60615","1177561.19868837","1871884.20998999","3","2","38","41.80377730305","-87.62431690503","(41.803777303051, -87.624316905032)"
"Vacant/Abandoned Building","18-02508521","08/28/2018","Front",,"Open",,"Vacant","false","false","13104","S","BURLEY","AVE","60633","1199753.36746969","1818680.74088067","10","4","55","41.6572517291","-87.54471644954","(41.657251729101, -87.544716449542)"
"Vacant/Abandoned Building","18-02508720","08/28/2018",,,,,,,,"3533","E","106TH","ST","60617","1201521.62183089","1835275.1996662","10","4","52","41.70274395399","-87.53768552399","(41.702743953991, -87.537685523989)"
"Vacant/Abandoned Building","18-02512334","08/28/2018",,,,,,,,"8007","S","MARYLAND","AVE","60619","1183291.91837748","1852095.33587954","8","6","44","41.74934315711","-87.60391528133","(41.749343157109, -87.603915281333)"
"Vacant/Abandoned Building","18-02509482","08/28/2018","Front",,"Open",,"Vacant","false","true","9003","S","MARSHFIELD","AVE","60620","1166918.83871982","1844985.39401431","21","22","73","41.73019767076","-87.66411529355","(41.730197670762, -87.664115293555)"
"Vacant/Abandoned Building","18-02508352","08/28/2018","Front",,"Boarded",,"Vacant","false","false","7249","S","SAWYER","AVE","60629","1155959.30799927","1856365.79379569","17","8","66","41.76165417049","-87.70395884023","(41.76165417049, -87.703958840228)"
"Vacant/Abandoned Building","18-02509086","08/28/2018","Front",,"Open",,"Vacant","false","false","6115","S","JUSTINE","ST","60636","1167052.91048079","1864174.324429","16","7","67","41.7828518645","-87.66307647944","(41.782851864502, -87.663076479441)"
"Vacant/Abandoned Building","18-02509419","08/28/2018","Rear",,"Open","BASEMENT REAR DOOR.","Vacant","false","false","5328","S","DEARBORN","ST","60609","1176881.76416667","1869604.74540766","3","2","40","41.79753758895","-87.62687742418","(41.797537588946, -87.626877424182)"
"Vacant/Abandoned Building","18-02509803","08/28/2018","Rear",,"Open",,"Vacant","false","true","7634","S","ST LAWRENCE","AVE","60619","1181556.59748339","1854522.15337864","6","6","69","41.7560427994","-87.6101993831","(41.756042799402, -87.610199383102)"
"Vacant/Abandoned Building","18-02506273","08/28/2018","Front",,"Open","DOORS/WINDOWS","Vacant","false","true","10305","S","AVENUE J",,"60617","1202488.243383","1837245.26219529","10","4","52","41.70812540648","-87.5340791383","(41.708125406476, -87.534079138296)"
"Vacant/Abandoned Building","18-02512083","08/28/2018","Front",,"Open",,"Vacant","false","false","7807","S","CONSTANCE","AVE","60649","1189890.87636645","1853575.79419452","8","4","43","41.75324961041","-87.5796869045","(41.753249610409, -87.579686904504)"
"Vacant/Abandoned Building","18-02508653","08/28/2018","Front",,"Open","FRONT , BASEMENT DOOR.","Vacant","false","false","6558","S","JUSTINE","ST","60636","1167134.68601654","1861234.515302","16","7","67","41.77478290799","-87.6628607014","(41.774782907988, -87.662860701397)"
"Vacant/Abandoned Building","18-02507826","08/28/2018",,,,,,,,"6330","S","ELIZABETH","ST","60636","1169070.52267556","1862801.66681711","16","7","67","41.77904173026","-87.65571894822","(41.77904173026, -87.655718948218)"
"Vacant/Abandoned Building","18-02511613","08/28/2018",,,,,,,,"11746","S","MICHIGAN","AVE","60628","1178948.45533212","1826995.44048862","9","5","53","41.6805656723","-87.62059271384","(41.680565672298, -87.620592713843)"
"Vacant/Abandoned Building","18-02500242","08/27/2018","Front",,"Open",,"Vacant","false","false","10548","S","EGGLESTON","AVE","60628","1175152.47409974","1834957.66478293","34","22","49","41.70250055548","-87.63425127507","(41.702500555479, -87.634251275066)"
"Vacant/Abandoned Building","18-02497631","08/27/2018","Front",,"Open",,"Vacant","false","false","3633","W","16TH","ST","60623","1152303.35937621","1891798.41852205","24","10","29","41.85895887853","-87.71642619355","(41.858958878527, -87.716426193546)"
"Vacant/Abandoned Building","18-02502825","08/27/2018","Front",,"Open","FRONT AND BACK","Vacant","false","false","7621","S","MARYLAND","AVE","60619","1183222.11711944","1854661.37571957","8","6","69","41.75638626112","-87.60409135875","(41.756386261117, -87.604091358749)"
"Vacant/Abandoned Building","18-02497863","08/27/2018",,,,,,,,"1437","N","LONG","AVE","60651","1140088.68990497","1909035.4932947","37","25","25","41.90649169045","-87.76084070082","(41.906491690452, -87.760840700818)"
"Vacant/Abandoned Building","18-02503426","08/27/2018","Front",,"Open",,"Vacant","false","false","9355","S","KIMBARK","AVE","60619","1186501.39006573","1843209.67620039","8","4","47","41.72488471487","-87.59243495331","(41.724884714874, -87.592434953314)"
"Vacant/Abandoned Building","18-02497617","08/27/2018","Front",,"Open",,"Vacant","false","false","4734","S","BISHOP","ST","60609","1167464.74390947","1873351.87236864","20","9","61","41.80802731378","-87.66130352799","(41.808027313779, -87.661303527987)"
"Vacant/Abandoned Building","18-02498467","08/27/2018","Front",,"Open",,"Vacant","false","false","705","E","134TH","ST","60827","1183301.55009193","1816568.46071733","9","5","54","41.65185259235","-87.60498095528","(41.651852592351, -87.604980955278)"
"Vacant/Abandoned Building","18-02497550","08/27/2018","Front",,"Open",,"Vacant","false","false","3516","W","13TH","PL","60623","1153138.67531193","1893679.55680575","24","10","29","41.86410442523","-87.71331013774","(41.864104425232, -87.713310137737)"
"Vacant/Abandoned Building","18-02497683","08/27/2018","Front",,"Open",,"Vacant","false","false","1533","S","KILDARE","AVE","60623","1147968.70958143","1892140.20969472","24","10","29","41.85998115956","-87.73232862298","(41.859981159563, -87.732328622976)"
"Vacant/Abandoned Building","18-02497538","08/27/2018","Front",,"Open",,"Vacant","false","false","1841","S","KEDZIE","AVE","60623","1155313.60329945","1891024.35896829","24","10","29","41.85677488894","-87.70539730262","(41.85677488894, -87.705397302624)"
"Vacant/Abandoned Building","18-02497527","08/27/2018","Front",,"Open",,"Vacant","false","false","1326","S","LAWNDALE","AVE","60623","1151913.83722942","1893791.53913056","24","10","29","41.86443590389","-87.71780355799","(41.864435903893, -87.71780355799)"
"Vacant/Abandoned Building","18-02500947","08/27/2018","Front",,"Boarded",,"Vacant","false","false","1513","E","93RD","ST","60619","1187773.84098517","1843617.03928697","8","4","48","41.7259724154","-87.58776109645","(41.725972415404, -87.587761096453)"
"Vacant/Abandoned Building","18-02500764","08/27/2018","Front",,"Open",,"Vacant","false","false","2303","S","KILDARE","AVE","60623","1148305.61553398","1888312.71757133","22","10","29","41.84947156018","-87.73119044627","(41.849471560179, -87.731190446275)"
"Vacant/Abandoned Building","18-02497565","08/27/2018","Front",,"Open",,"Vacant","false","false","1254","S","ST LOUIS","AVE","60623","1153237.55200875","1893975.64138759","24","10","29","41.86491495437","-87.71293930799","(41.864914954368, -87.712939307992)"
"Vacant/Abandoned Building","18-02504018","08/27/2018","Rear",,"Open","REAR","Vacant","false","true","6045","S","LAFLIN","ST","60636","1167369.59301954","1864644.88883006","16","7","67","41.78413637143","-87.66190195051","(41.784136371433, -87.661901950513)"
"Vacant/Abandoned Building","18-02495664","08/27/2018","Front",,"Open","ALL SIDES: FRONT AND BACK AND SIDES","Vacant","false","false","8423","S","EUCLID","AVE","60617","1190654.76011815","1849510.44758988","8","4","45","41.74207553854","-87.5770185558","(41.742075538538, -87.577018555802)"
"Vacant/Abandoned Building","18-02497715","08/27/2018","Front",,"Open",,"Vacant","false","false","1456","S","KEDVALE","AVE","60623","1148953.55441809","1892677.50081147","24","10","29","41.86143657719","-87.72869960186","(41.861436577194, -87.728699601859)"
"Vacant/Abandoned Building","18-02495685","08/27/2018","Front",,"Open",,"Vacant","true","false","1309","E","75TH","ST","60619","1186274.99271973","1855532.2278059","5","4","43","41.75870440503","-87.59287585313","(41.758704405032, -87.592875853129)"
"Vacant/Abandoned Building","18-02496485","08/27/2018",,,,,,,,"1229","W","97TH","ST","60643","1169830.90467048","1840607.24597721","21","22","73","41.71812076348","-87.65357413325","(41.718120763481, -87.653574133253)"
"Vacant/Abandoned Building","18-02502816","08/27/2018","Front",,"Open","FRONT AND BACK","Vacant","false","false","7625","S","MARYLAND","AVE","60619","1183222.81711944","1854634.57571957","8","6","69","41.75631270289","-87.60408962596","(41.75631270289, -87.604089625956)"
"Vacant/Abandoned Building","18-02497641","08/27/2018","Front",,"Open",,"Vacant","false","false","1651","S","PULASKI","RD","60623","1149989.32210865","1891406.76841425","24","10","29","41.85792945459","-87.72493051554","(41.857929454594, -87.72493051554)"
"Vacant/Abandoned Building","18-02497574","08/27/2018","Front",,"Open",,"Vacant","false","false","1657","S","KOMENSKY","AVE","60623","1149658.20422521","1891356.92057242","24","10","29","41.85779909807","-87.7261472249","(41.857799098073, -87.726147224902)"
"Vacant/Abandoned Building","18-02498977","08/27/2018","Front",,"Open","FRONT","Vacant","false","false","7704","S","ST LAWRENCE","AVE","60619","1181568.5989202","1854059.16151953","6","6","69","41.75477202357","-87.61016966345","(41.754772023569, -87.610169663446)"
"Vacant/Abandoned Building","18-02502809","08/27/2018","Front",,"Open","FRONT AND BACK","Vacant","false","false","7633","S","MARYLAND","AVE","60619","1183224.31711944","1854580.77571957","8","6","69","41.75616503529","-87.60408580012","(41.756165035285, -87.604085800118)"
"Vacant/Abandoned Building","18-02501773","08/27/2018","Rear",,"Boarded",,"Vacant","false","false","10207","S","LAFAYETTE","AVE","60628","1177722.77891105","1837289.39499275","9","5","49","41.70884150751","-87.62476929261","(41.708841507513, -87.624769292611)"
"Vacant/Abandoned Building","18-02497579","08/27/2018","Front",,"Open",,"Vacant","true","false","2222","S","SACRAMENTO","AVE","60623","1156702.91048651","1889087.9935319","12","10","30","41.85143329379","-87.70035016195","(41.851433293785, -87.700350161945)"
"Vacant/Abandoned Building","18-02497485","08/27/2018","Front",,"Open",,"Vacant","false","false","156","W","103RD","PL","60628","1177062.51640192","1836322.99781147","34","5","49","41.7062044622","-87.62721624432","(41.706204462197, -87.627216244315)"
"Vacant/Abandoned Building","18-02497605","08/27/2018","Rear",,"Open",,"Vacant","true","false","2224","S","SACRAMENTO","AVE","60623","1156703.41048651","1889074.5935319","12","10","30","41.85139651257","-87.70034868935","(41.851396512574, -87.70034868935)"
"Vacant/Abandoned Building","18-02497447","08/27/2018","Front",,"Open",,"Vacant","false","false","7551","S","HARVARD","AVE","60620","1175374.56741199","1854879.46729347","6","6","69","41.75716367158","-87.63284436792","(41.757163671577, -87.632844367925)"
"Vacant/Abandoned Building","18-02497328","08/27/2018","Front",,"Open",,"Vacant","false","false","600","N","PINE","AVE","60644","1139424.37859184","1903426.11097352","37","15","25","41.89111100815","-87.76341789618","(41.891111008151, -87.763417896178)"
"Vacant/Abandoned Building","18-02502018","08/27/2018","Rear",,"Boarded",,"Vacant","false","true","3615","W","GRENSHAW","ST","60624","1152441.32399319","1894805.24160372","24","11","29","41.86720722345","-87.71584038264","(41.867207223448, -87.715840382642)"
"Vacant/Abandoned Building","18-02493920","08/26/2018","Front",,"Open",,"Vacant","false","true","10546","S","SPRINGFIELD","AVE","60655","1152208.72177758","1834386.74008091","19","22","74","41.70141420508","-87.71828090869","(41.701414205077, -87.718280908693)"
"Vacant/Abandoned Building","18-02493633","08/26/2018","Front",,"Open",,"Occupied","false","true","11801","S","LOWE","AVE","60628","1174087.40699074","1826637.32102192","34","5","53","41.67969190897","-87.63839704975","(41.679691908966, -87.638397049753)"
"Vacant/Abandoned Building","18-02491533","08/26/2018","Rear",,"Open",,"Vacant","false","false","6924","S","GREEN","ST","60621","1171830.13880447","1858937.74971189","6","7","68","41.76837856459","-87.64571522115","(41.768378564588, -87.645715221148)"
"Vacant/Abandoned Building","18-02489758","08/25/2018","Front",,"Boarded",,"Vacant","false","false","5159","S","NATOMA","AVE","60638","1132919.70092605","1869638.49766813","14","8","56","41.7985085293","-87.78809461431","(41.7985085293, -87.788094614314)"
"Vacant/Abandoned Building","18-02490357","08/25/2018","Rear",,"Open","REAR OF BLDG","Vacant","false","false","1230","N","HARDING","AVE","60651","1149826.28941441","1907909.59157205","37","25","23","41.90321819791","-87.72509964323","(41.903218197914, -87.725099643226)"
"Vacant/Abandoned Building","18-02487449","08/25/2018","Rear",,"Open","SIDE DOOR","Vacant","false","false","6717","S","MAY","ST","60621","1169808.29412694","1860255.28122743","16","7","68","41.77203815212","-87.65308805477","(41.772038152115, -87.653088054765)"
"Vacant/Abandoned Building","18-02487199","08/25/2018","Rear",,"Open",,"Vacant","false","true","2747","W","WASHINGTON","BLVD","60612","1158051.37011805","1900568.81728471","27","12","27","41.88291045674","-87.6950876901","(41.882910456745, -87.695087690097)"
"Vacant/Abandoned Building","18-02481696","08/24/2018","Front",,"Open","FRONT","Vacant","false","false","1054","E","93RD","ST","60619","1184949.0400684","1843530.28997957","8","4","47","41.72580103845","-87.59811112366","(41.72580103845, -87.598111123655)"
"Vacant/Abandoned Building","18-02486180","08/24/2018","Rear",,"Open",,"Vacant","false","false","6000","S","CAMPBELL","AVE","60629","1160732.3765059","1864799.54369659","16","8","66","41.78470041325","-87.68623236101","(41.784700413253, -87.686232361007)"
"Vacant/Abandoned Building","18-02483730","08/24/2018","Front",,"Open","NONE","Vacant","false","false","12118","S","LOWE","AVE","60628","1174167.29912927","1824511.93232948","34","5","53","41.67385773182","-87.63816737712","(41.673857731818, -87.638167377121)"
"Vacant/Abandoned Building","18-02481762","08/24/2018","Front",,"Open","FRONT","Vacant","false","false","8945","S","UNIVERSITY","AVE","60619","1185441.7701299","1845899.97786564","8","4","47","41.73229216176","-87.59623191355","(41.732292161756, -87.596231913553)"
"Vacant/Abandoned Building","18-02481630","08/24/2018","Front",,"Open","FRONT","Vacant","false","false","1054","E","93RD","ST","60619","1184949.0400684","1843530.28997957","8","4","47","41.72580103845","-87.59811112366","(41.72580103845, -87.598111123655)"
"Vacant/Abandoned Building","18-02481740","08/24/2018","Front",,"Open","SIDE","Vacant","false","false","9028","S","UNIVERSITY","AVE","60619","1185455.61953","1845350.11951263","8","4","47","41.73078296477","-87.59619842919","(41.730782964769, -87.596198429189)"
"Vacant/Abandoned Building","18-02481615","08/24/2018","Front",,"Open","FRONT","Vacant","false","false","1054","E","93RD","ST","60619","1184949.0400684","1843530.28997957","8","4","47","41.72580103845","-87.59811112366","(41.72580103845, -87.598111123655)"
"Vacant/Abandoned Building","18-02483465","08/24/2018","Front",,"Open",,"Vacant","false","false","3002","E","81ST","ST","60617","1197617.30370853","1851838.75480013","7","4","46","41.74829383579","-87.55143092038","(41.748293835789, -87.551430920376)"
"Vacant/Abandoned Building","18-02484554","08/24/2018","Rear",,"Boarded",,"Vacant","false","false","1311","S","TRIPP","AVE","60623","1148259.12453116","1893626.70810797","24","10","29","41.86405471004","-87.73122431026","(41.864054710043, -87.731224310265)"
"Vacant/Abandoned Building","18-02485059","08/24/2018","Rear",,"Boarded","SECURED","Vacant","false","false","5554","W","BLOOMINGDALE","AVE","60639","1138995.56152004","1911414.7240048","37","25","25","41.91304052559","-87.76479832032","(41.913040525588, -87.764798320319)"
"Vacant/Abandoned Building","18-02485602","08/24/2018","Front",,"Boarded","OPEN WINDOW ON SOUTH SIDE, OF BLDG. 1ST FLR.","Vacant","false","false","11932","S","STATE","ST","60628","1178402.67679236","1825721.39989643","9","5","53","41.67708188525","-87.62262898761","(41.677081885245, -87.622628987613)"
"Vacant/Abandoned Building","18-02482689","08/24/2018","Front",,"Boarded","REAR","Vacant","false","true","10614","S","LAFAYETTE","AVE","60628","1177806.91819892","1834519.29297675","34","5","49","41.70123806138","-87.62454466205","(41.701238061377, -87.624544662052)"
"Vacant/Abandoned Building","18-02481655","08/24/2018","Front",,"Open","FRONT","Vacant","false","false","1054","E","93RD","ST","60619","1184949.0400684","1843530.28997957","8","4","47","41.72580103845","-87.59811112366","(41.72580103845, -87.598111123655)"
"Vacant/Abandoned Building","18-02481023","08/24/2018",,,,,,,,"1617","S","DRAKE","AVE","60623","1152971.03160555","1891699.51631363","24","10","29","41.85867428893","-87.71397799204","(41.858674288925, -87.713977992043)"
"Vacant/Abandoned Building","18-02482344","08/24/2018","Front",,"Open","FRONT AND BACK","Vacant","false","false","2149","E","75TH","ST","60649","1191928.28131477","1855661.33480671","8","4","43","41.75892328911","-87.5721530979","(41.758923289115, -87.572153097895)"
"Vacant/Abandoned Building","18-02481861","08/24/2018","Front",,"Open","FRONT","Vacant","false","false","9211","S","GREENWOOD","AVE","60619","1185156.07060683","1844127.00147264","8","4","47","41.72743362713","-87.59733407872","(41.727433627131, -87.597334078717)"
"Vacant/Abandoned Building","18-02482201","08/24/2018","Front",,"Open","FRONT","Vacant","false","true","9235","S","DOBSON","AVE","60619","1184829.55809962","1843956.83478883","8","4","47","41.72697432531","-87.59853545077","(41.726974325307, -87.598535450767)"
"Vacant/Abandoned Building","18-02481018","08/24/2018","Rear",,"Open",,"Vacant","true","false","1530","W","110TH","ST","60643","1167777.12991072","1831780.26388679","34","22","75","41.69394236354","-87.66134862868","(41.693942363542, -87.661348628683)"
"Vacant/Abandoned Building","18-02482614","08/24/2018","Rear",,"Open",,"Vacant","false","true","3830","W","FILLMORE","ST","60624","1151041.50810936","1895099.36569752","24","11","29","41.8680418493","-87.72097164084","(41.868041849298, -87.720971640835)"
"Vacant/Abandoned Building","18-02479776","08/24/2018","Rear",,"Boarded",,"Vacant","false","true","3547","W","SHAKESPEARE","AVE","60647","1152414.50438","1914060.41989288","35","14","22","41.92004587922","-87.7154297686","(41.920045879222, -87.715429768601)"
"Vacant/Abandoned Building","18-02479095","08/24/2018","Rear",,"Boarded","NO","Vacant","true","false","1620","S","KEDVALE","AVE","60623","1148985.83176567","1891589.92326599","24","10","29","41.85845150753","-87.72860923612","(41.858451507529, -87.72860923612)"
"Vacant/Abandoned Building","18-02469325","08/23/2018","Garage",,"Open",,"Vacant","false","true","3311","W","61ST","PL","60629","1155373.77938082","1863653.41300267","23","8","66","41.78166424843","-87.70591002726","(41.781664248428, -87.70591002726)"
"Vacant/Abandoned Building","18-02473197","08/23/2018","Front",,"Open","2 SIDES IN FRONT BROKEN","Vacant","false","false","8525","S","ABERDEEN","ST","60620","1170473.34930811","1848275.88991851","21","6","71","41.73915067938","-87.6509984513","(41.739150679383, -87.650998451302)"
"Vacant/Abandoned Building","18-02471097","08/23/2018","Front",,"Open","FRONT","Vacant","false","false","9151","S","PARNELL","AVE","60620","1174239.25109568","1844209.77490266","21","22","73","41.7279099538","-87.63732137675","(41.727909953797, -87.637321376752)"
"Vacant/Abandoned Building","18-02476628","08/23/2018","Front",,"Open",,"Vacant","false","false","4634","N","ST LOUIS","AVE","60625","1152217.45883015","1930573.19140177","33","17","14","41.96536207558","-87.71571660918","(41.965362075582, -87.715716609184)"
"Vacant/Abandoned Building","18-02470500","08/23/2018","Front",,"Open","FRONT WINDOW","Vacant","false","true","8608","S","ABERDEEN","ST","60620","1170488.76171312","1847726.48762164","21","6","71","41.73764270791","-87.65095794348","(41.737642707913, -87.650957943485)"
"Vacant/Abandoned Building","18-02476451","08/23/2018","Front",,"Open","ALL DOORS AND WINDOWS","Vacant","false","true","3010","E","80TH","PL","60617","1197699.8869918","1852174.78461041","7","4","46","41.74921386623","-87.55111712027","(41.749213866226, -87.551117120271)"
"Vacant/Abandoned Building","18-02473352","08/23/2018","Front",,"Boarded","SECURED","Vacant","false","false","1224","S","INDEPENDENCE","BLVD","60623","1151282.59306758","1894280.93298594","24","10","29","41.86579125346","-87.7201080288","(41.865791253455, -87.720108028797)"
"Vacant/Abandoned Building","18-02472661","08/23/2018","Front",,"Open",,"Vacant","false","false","7743","S","LANGLEY","AVE","60619","1182236.19227634","1853819.33602512","6","6","69","41.75409849222","-87.60773056549","(41.754098492221, -87.607730565494)"
"Vacant/Abandoned Building","18-02470746","08/23/2018","Front",,"Boarded","2ND FLOOR WINDOW","Vacant","false","true","40","W","112TH","ST","60628","1177950.65649592","1830702.02193195","34","5","49","41.69075967487","-87.6241334331","(41.690759674868, -87.624133433097)"
"Vacant/Abandoned Building","18-02475457","08/23/2018","Rear",,"Boarded","NONE","Vacant","false","false","8005","S","EXCHANGE","AVE","60617","1197221.30537413","1852436.1838838","7","4","46","41.74994309075","-87.55286210226","(41.749943090751, -87.552862102257)"
"Vacant/Abandoned Building","18-02475387","08/23/2018",,,,,,,,"3837","W","LEXINGTON","ST","60624","1150948.14999931","1896424.19008277","24","11","26","41.87167914522","-87.72127969994","(41.871679145222, -87.72127969994)"
"Vacant/Abandoned Building","18-02470482","08/23/2018","Rear",,"Boarded","REAR","Vacant","false","false","7811","S","CALUMET","AVE","60619","1179826.73941601","1853293.14442291","6","6","69","41.75270998821","-87.61657640262","(41.752709988214, -87.616576402619)"
"Vacant/Abandoned Building","18-02469907","08/23/2018","Front",,"Open",,"Vacant","true","true","7139","S","FAIRFIELD","AVE","60629","1159274.81993","1857187.37110782","18","8","66","41.76384149199","-87.69178460222","(41.763841491994, -87.691784602221)"
"Vacant/Abandoned Building","18-02461064","08/22/2018","Rear",,"Open","SECURED","Vacant","false","true","205","S","WESTERN","AVE","60612","1160438.98239919","1898992.73893109","27","12","28","41.87853649395","-87.68636389632","(41.87853649395, -87.686363896321)"
"Vacant/Abandoned Building","18-02465468","08/22/2018",,,,,,,,"7139","S","FAIRFIELD","AVE","60629","1159274.81993","1857187.37110782","18","8","66","41.76384149199","-87.69178460222","(41.763841491994, -87.691784602221)"
"Vacant/Abandoned Building","18-02459846","08/22/2018",,,,,,,,"1750","W","19TH","ST","60608","1164963.18899167","1890783.73190288","25","12","31","41.85591547254","-87.6699848959","(41.85591547254, -87.669984895895)"
"Vacant/Abandoned Building","18-02462341","08/22/2018",,,,,,,,"3615","W","GRENSHAW","ST","60624","1152441.32399319","1894805.24160372","24","11","29","41.86720722345","-87.71584038264","(41.867207223448, -87.715840382642)"
"Vacant/Abandoned Building","18-02461807","08/22/2018","Rear",,"Open","ENTRY POINT IN DOORS OFF OF ALLEY AND SIDE DOOR BY EXCHANGE","Vacant","false","true","2939","E","91ST","ST","60617","1197366.00099644","1845191.10052498","10","4","46","41.73005841688","-87.55257275243","(41.730058416885, -87.552572752431)"
"Vacant/Abandoned Building","18-02463561","08/22/2018","Front",,"Boarded",,"Vacant","false","false","8013","S","SOUTH CHICAGO","AVE","60617","1189075.44182044","1852179.95731411","8","4","46","41.74943886853","-87.58271974151","(41.749438868534, -87.58271974151)"
"Vacant/Abandoned Building","18-02465482","08/22/2018","Rear",,"Open","REAR 1ST FLOOR PORCH WINDOW","Vacant","false","true","5408","W","ADAMS","ST","60644","1140435.595782","1898804.69928315","29","15","25","41.87841078224","-87.75981756348","(41.878410782238, -87.759817563479)"
"Vacant/Abandoned Building","18-02462435","08/22/2018","Front",,"Open",,"Vacant","false","true","3600","N","CENTRAL PARK","AVE","60618","1151670.8141067","1923864.5867792","45","17","16","41.94696398542","-87.71790365061","(41.946963985416, -87.717903650611)"
"Vacant/Abandoned Building","18-02465469","08/22/2018",,,,,,,,"2244","W","69TH","ST","60636","1162414.26071929","1858860.55780467","17","8","66","41.76836812353","-87.68023121645","(41.768368123528, -87.680231216451)"
"Vacant/Abandoned Building","18-02462969","08/22/2018",,,,,,,,"8233","S","MARYLAND","AVE","60619","1183334.637018","1850587.22478255","8","6","44","41.74520374564","-87.60380559904","(41.745203745639, -87.60380559904)"
"Vacant/Abandoned Building","18-02459844","08/22/2018",,,,,,,,"1124","S","WHIPPLE","ST","60612","1156195.31998598","1895056.01108125","28","11","29","41.86782043541","-87.70205209458","(41.867820435412, -87.702052094584)"
"Vacant/Abandoned Building","18-02466351","08/22/2018","Rear",,"Open","BACK DOOR","Vacant","false","true","8018","S","LAFLIN","ST","60620","1167729.08812361","1851566.22321286","21","6","71","41.74823908886","-87.66095874211","(41.748239088857, -87.660958742106)"
"Vacant/Abandoned Building","18-02461157","08/22/2018","Rear",,"Boarded","SECURED","Vacant","false","true","209","S","WESTERN","AVE","60612","1160439.38239919","1898977.43893109","27","12","28","41.87849450108","-87.68636285109","(41.878494501079, -87.686362851087)"
"Vacant/Abandoned Building","18-02461305","08/22/2018","Front",,"Open",,"Vacant","false","false","3407","W","COLUMBUS","AVE","60652","1155065.53251385","1850932.6709892","18","8","70","41.74676269921","-87.70737953054","(41.746762699205, -87.707379530541)"
"Vacant/Abandoned Building","18-02461408","08/22/2018","Front",,"Open",,"Vacant","false","true","1543","S","KOSTNER","AVE","60623","1147305.0118818","1892056.19380953","24","10","29","41.85976333255","-87.7347670517","(41.859763332551, -87.734767051699)"
"Vacant/Abandoned Building","18-02465667","08/22/2018","Front",,"Open","FRONT AND BACK DOOR AND WINDOWS","Vacant","false","true","7933","S","LOOMIS","BLVD","60620","1168376.760425","1852096.286525","21","6","71","41.74967974283","-87.65857021854","(41.749679742827, -87.658570218537)"
"Vacant/Abandoned Building","18-02457177","08/21/2018","Front",,"Open","ALL OVER","Vacant","false","false","2613","S","RIDGEWAY","AVE","60623","1151791.81390599","1886376.01386704","22","10","30","41.84408921398","-87.71844644532","(41.84408921398, -87.718446445323)"
"Vacant/Abandoned Building","18-02449143","08/21/2018","Rear",,"Open",,"Vacant","false","true","8513","S","DR MARTIN LUTHER KING JR","DR","60619","1180399.99292047","1848635.49559043","6","6","44","41.7399157465","-87.61461824533","(41.739915746502, -87.614618245327)"
"Vacant/Abandoned Building","18-02451330","08/21/2018","Front",,"Open",,"Vacant","false","false","448","E","62ND","ST","60637","1180394.50561833","1864004.5041809","20","3","42","41.78209006782","-87.61416758816","(41.782090067824, -87.614167588163)"
"Vacant/Abandoned Building","18-02449868","08/21/2018","Front",,"Boarded",,"Vacant","false","false","5638","S","GREEN","ST","60621","1171600.88362372","1867460.30581927","20","7","68","41.79177047495","-87.64630596175","(41.791770474954, -87.64630596175)"
